Name,Amount,Measure,Cost,Seller,Date,Buyer,Category,Type
Mad Max Movie Ticket,2,items,14.5,Flagship Cinema Waterville,30May2015,TP,Household,Movies
Champagne Bottles,24,items,40.66,Adventures in Homebrewing,15Jun2015,MM,Household,Fermenting
Dental Cleaning,1,item,147,Bethel Family Dentistry,02Apr2015,MM,Health,Teeth
Radioshack Return,1,item,6.65,USPS Waterville,29Apr2015,MM,Household,Computer
Hat Strings,1,items,5.77,Yardgoods,02May2015,MM,Clothing,Headwear
Greens Kale,0.5,lbs,1.99,Uncle Dean's,30Mar2015,TP,Grocery,Vegetable
Intense Hydration Cream,,pieces,19.29,Uncle Dean's,30Mar2015,TP,Beauty,Skin
Spice Jar Lids,2,pieces,1.98,Uncle Dean's,30Mar2015,TP,Household,Kitchen
Spice Jars,2,pieces,0.58,Uncle Dean's,30Mar2015,TP,Household,Kitchen
Carrots,1,pieces,3.48,Uncle Dean's,30Mar2015,TP,Grocery,Vegetable
Chocolate,12,oz,7.96,Uncle Dean's,30Mar2015,TP,Grocery,Baking
Organic Diced Tomatoes,28,oz,1.89,Uncle Dean's,30Mar2015,TP,Grocery,Canned Vegetable
Tomato Sauce,28,oz,1.89,Uncle Dean's,30Mar2015,TP,Grocery,Canned Vegetable
Tortilla chips,16,oz,2.59,Uncle Dean's,30Mar2015,TP,Grocery,Snack
Sesame Oil,11,fluid oz,4.49,A-Dong,04Apr2015,TP,Grocery,Spice
Rice Vinegar,24,fluid oz,2.89,A-Dong,04Apr2015,TP,Grocery,Condiment
Coconut Milk,13.5,oz,1.49,A-Dong,04Apr2015,TP,Grocery,Canned Fruit
Chopsticks,8,pieces,3.65,A-Dong,04Apr2015,TP,Household,Kitchen
Coconut Milk,13.5,oz,1.49,A-Dong,04Apr2015,TP,Grocery,Canned Fruit
Panang Curry Paste,14,oz,3.69,A-Dong,04Apr2015,TP,Grocery,Spice
hot Pepper Powder,1,lbs,3.59,A-Dong,04Apr2015,TP,Grocery,Spice
Canned Goya Black Beans,15.5,oz,1.58,Hannaford,30Mar2015,TP,Grocery,Beans
Canned Goya Black Beans,15.5,oz,1.58,Hannaford,30Mar2015,TP,Grocery,Beans
Almondmilk,0.5,gallons,3.19,Hannaford,30Mar2015,TP,Grocery,Milk
Natural Cane Sugar,2,lbs,3.49,Hannaford,30Mar2015,TP,Grocery,Sweetener
Tazo Passion Tea,20,pieces,3.99,Hannaford,30Mar2015,TP,Grocery,Tea
Rudis GF Bread,36,oz,9.98,Hannaford,30Mar2015,TP,Grocery,Bread
Bananas,0.72,lbs,0.35,Hannaford,30Mar2015,TP,Grocery,Fruit
Limes,1,pieces,0.5,Hannaford,30Mar2015,TP,Grocery,Fruit
Nectarines,0.38,lbs,1.14,Hannaford,30Mar2015,TP,Grocery,Fruit
Smoked Paprika Spice,4,oz,6.15,Penzey's,04Apr2015,TP,Grocery,Spice
Northwoods Fire Spice,4,oz,7.99,Penzey's,04Apr2015,TP,Grocery,Spice
Aleppo Pepper Spice,0.8,oz,3.79,Penzey's,04Apr2015,TP,Grocery,Spice
Face Soap from Lush,2,pieces,25.92,Lush,08Apr2015,TP,Beauty,Soap
Plastic Bucket Lids,2,pieces,3.73,Rising Tide,11Apr2015,TP,Household,Fermenting
Corks,60,pieces,4.88,Rising Tide,11Apr2015,TP,Household,Fermenting
Bottle Corker,1,pieces,14.48,Rising Tide,11Apr2015,TP,Household,Fermenting
Boucherin goat cheese,0.37,lbs,4.95,Rising Tide,11Apr2015,TP,Grocery,Cheese
Local Goat Cheese Spread,8,oz,7.89,Rising Tide,11Apr2015,TP,Grocery,Cheese
Beet Burgers,0.53,lbs,4.5,Rising Tide,11Apr2015,TP,Dining,Dinner
Udi's GF Hamburger Buns,10,oz,5.49,Hannaford,09Apr2015,TP,Grocery,Bread
Port Pie Garlic Dough,20,oz,2.39,Hannaford,09Apr2015,TP,Grocery,Bread
Port Pie GF Dough,16,oz,2.59,Hannaford,09Apr2015,TP,Grocery,Bread
Cheddar Cheese,2,lbs,9.99,Hannaford,09Apr2015,TP,Grocery,Cheese
Local Beef,1,lbs,5.99,Hannaford,09Apr2015,TP,Grocery,Meat
Brown Basmati Rice,2,lbs,3.29,Trader Joe's,08Apr2015,TP,Grocery,Grain
Bananas,2,pieces,0.38,Trader Joe's,08Apr2015,TP,Grocery,Fruit
Organic Beets,1,lbs,1.69,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Garlic,3,oz,1.29,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Garlic,3,oz,1.29,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Sweet Potatoes,2,lbs,1.69,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Russet Potatoes,1.5,lbs,1.79,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Frozen Edamame Soybeans,12,oz,1.79,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Frozen Green Beans,24,oz,1.99,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Frozen Cod Fish,1.09,lbs,4.35,Trader Joe's,08Apr2015,TP,Grocery,Meat
Frozen Tuna Fish Steaks,0.78,lbs,7.01,Trader Joe's,08Apr2015,TP,Grocery,Meat
Salsa Chipotle Hot,2,lbs,3.98,Trader Joe's,08Apr2015,TP,Grocery,Condiment
Frozen Peas,1,lbs,1.29,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Pepperoni,6,oz,3.29,Trader Joe's,08Apr2015,TP,Grocery,Meat
Baby Spinach,6,oz,1.99,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Bacon Ends and Pieces,1,lbs,3.49,Trader Joe's,08Apr2015,TP,Grocery,Meat
Organic Kale Greens,10,oz,2.29,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Red Peppers,6,pieces,4.14,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Yellow Squash,3,lbs,6.87,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Persian Cucumbers,14,oz,2.49,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Cauliflower,1,pieces,2.49,Trader Joe's,08Apr2015,TP,Grocery,Vegetable
Cremini Baby Bella Mushrooms,10,oz,1.99,Trader Joe's,08Apr2015,TP,Grocery,Mushroom
Avocado,24,oz,5.96,Trader Joe's,08Apr2015,TP,Grocery,Fruit
Canned Cannelini Beans,31,oz,1.58,Hannaford,16Apr2015,TP,Grocery,Beans
Ray's Dijon Mustard,9,oz,3.99,Hannaford,16Apr2015,TP,Grocery,Condiment
So Delicious CoconutMilk,0.5,gallons,2.99,Hannaford,16Apr2015,TP,Grocery,Milk
GF Cereal,26.4,oz,7.99,Hannaford,16Apr2015,TP,Grocery,Cereal
Brussels Sprouts,0.53,lbs,2.11,Hannaford,16Apr2015,TP,Grocery,Vegetable
Yellow Onions,2,lbs,1.69,Hannaford,16Apr2015,TP,Grocery,Vegetable
Baby Bella Crimini Mushrooms,10,oz,2.69,Hannaford,16Apr2015,TP,Grocery,Mushroom
Organic Carrots,2,lbs,2.99,Hannaford,16Apr2015,TP,Grocery,Vegetable
McIntosh Apples,3,lbs,3.79,Hannaford,16Apr2015,TP,Grocery,Fruit
Portland Pie Pizza Dough,20,oz,2.39,Hannaford,14May2015,TP,Grocery,Bread
Greens Baby Spinach,5,oz,2.5,Hannaford,14May2015,TP,Grocery,Vegetable
Hannaford Sliced White Mushrooms,8,oz,1.79,Hannaford,14May2015,TP,Grocery,Mushroom
Rainbow Pepper Pack Red Green Yellow,1,lbs,2.49,Hannaford,14May2015,TP,Grocery,Vegetable
Mesa Sunrise GF Cereal,26.4,oz,4.99,Uncle Dean's,08May2015,MM,Grocery,Cereal
Chips,5.5,oz,2.19,Uncle Dean's,08May2015,MM,Grocery,Snack
Portabella Mushrooms,0.55,lbs,2.74,Uncle Dean's,08May2015,MM,Grocery,Mushroom
Cinnamon Raisin Bread,0.5,Other type of measure,2.99,Uncle Dean's,08May2015,MM,Grocery,Bread
Portland Pie Pizza Dough,20,oz,2.39,Hannaford,08May2015,MM,Grocery,Bread
Cabot X-Sharp Cheddar,2,lbs,9.99,Hannaford,08May2015,MM,Grocery,Cheese
So Delicious CoconutMilk,0.5,lbs,2.99,Hannaford,08May2015,MM,Grocery,Milk
Squash Zucchini,0.48,lbs,0.96,Hannaford,08May2015,MM,Grocery,Vegetable
White Onion,0.69,lbs,1.58,Hannaford,08May2015,MM,Grocery,Vegetable
Red Holland Pepper,0.5,lbs,1.35,Hannaford,08May2015,MM,Grocery,Vegetable
Yellow Holland Pepper,0.44,lbs,1.18,Hannaford,08May2015,MM,Grocery,Vegetable
Summer Squash,1.05,lbs,2.09,Hannaford,08May2015,MM,Grocery,Vegetable
Bagged Avocados,3,items,1.99,Hannaford,08May2015,MM,Grocery,Fruit
Goya Maria Cookie,7,oz,0.89,Hannaford,15May2015,MM,Grocery,Snack
cabot greek yogurt,2,lbs,4.19,Hannaford,15May2015,MM,Grocery,Snack
So Delicious CoconutMilk,0.5,gal,2.99,Hannaford,15May2015,MM,Grocery,Milk
Watercress,0.275,lbs,0.99,Hannaford,15May2015,MM,Grocery,Vegetable
Cinnamon Raisin Bread,0.5,loaf,2.99,Uncle Dean's,15May2015,MM,Grocery,Bread
Dr Bronners Almond Soap,32,floz,11.89,Uncle Dean's,15May2015,MM,Beauty,Soap
Umbro Sweat Bottoms,1,item,9.99,TJ Maxx,03May2015,MM,Clothing,Bottoms
Polyester Socks,4,items,12.99,TJ Maxx,24Apr2015,MM,Clothing,Feet
Film Postage,1,item,3.69,USPS,18Apr2015,MM,Art,Photography
Sport Stretch Boxer Brief Underwear,2,items,14.99,TJ Maxx,21Apr2015,MM,Clothing,Underwear
"Bagels, GF",5,items,6.79,Uncle Dean's,21Jan2015,UK,Grocery,Bread
Dry Black Beans,0.94,lbs,1.39,Uncle Dean's,21Jan2015,UK,Grocery,Beans
Local Arugula,0.4,lbs,2.8,Uncle Dean's,21Jan2015,UK,Grocery,Vegetable
GF Bagels,5,items,6.79,Uncle Dean's,21Jan2015,UK,Grocery,Bread
Canned Black Beans,0.94,lbs,1.39,Uncle Dean's,21Jan2015,UK,Grocery,Beans
Organic Carrots,1.02,lbs,2.34,Uncle Dean's,21Jan2015,UK,Grocery,Vegetable
Cereal,1.65,lbs,4.99,Uncle Dean's,21Jan2015,UK,Grocery,Cereal
Chard,0.5,lbs,2.69,Uncle Dean's,21Jan2015,UK,Grocery,Vegetable
Coconutmilk,0.5,gallons,2.79,Uncle Dean's,21Jan2015,UK,Grocery,Milk
Eggs,1,dozen,4.39,Uncle Dean's,21Jan2015,UK,Grocery,Meat
GF Bread,14.1,oz,3.69,Uncle Dean's,21Jan2015,UK,Grocery,Bread
Organic Masa Harina,1.49,lbs,5.17,Uncle Dean's,21Jan2015,UK,Grocery,Grain
Peanut Butter,1.93,lbs,5.19,Uncle Dean's,21Jan2015,UK,Grocery,Nut Butter
Tea,16,pieces,3.16,Uncle Dean's,21Jan2015,UK,Grocery,Tea
Organic Tomato Paste,0.38,lbs,1.49,Uncle Dean's,21Jan2015,UK,Grocery,Canned Vegetable
Raw Almonds,4.49,lbs,27.84,Uncle Dean's,1/22/2015,UK,Grocery,Nuts
Local Frozen Beef,1.09,lbs,7.18,Uncle Dean's,1/23/2015,UK,Grocery,Meat
Frozen Local Blueberries,1.44,lbs,4.74,Uncle Dean's,1/23/2015,UK,Grocery,Fruit
Raw Cashews,3.7,lbs,23.57,Uncle Dean's,1/23/2015,UK,Grocery,Nuts
Local Arugula,0.41,lbs,2.87,Uncle Dean's,1/24/2015,UK,Grocery,Vegetable
Coconut Flour,1.4,lbs,6.43,Uncle Dean's,1/24/2015,UK,Grocery,Fruit
Avocado,0.31,lbs,0.99,Hannaford,1/26/2015,UK,Grocery,Fruit
Dried Chickpeas,1.05,lbs,2.61,Uncle Dean's,1/26/2015,UK,Grocery,Beans
Garlic,0.08,lbs,0.69,Hannaford,1/26/2015,UK,Grocery,Vegetable
GF Pasta,1,lbs,3.59,Hannaford,1/26/2015,UK,Grocery,Grain
Ginger,0.3,lbs,0.9,Hannaford,1/26/2015,UK,Grocery,Spice
Kale and Spinach Juicing Greens,0.69,lbs,3.99,Hannaford,1/26/2015,UK,Grocery,Vegetable
Nutritional Yeast,0.42,lbs,3.82,Uncle Dean's,1/26/2015,UK,Grocery,Spice
WW Pasta,0.83,lbs,1.49,Hannaford,1/26/2015,UK,Grocery,Grain
Organic Yellow Onions,3,lbs,3.99,Hannaford,1/26/2015,UK,Grocery,Vegetable
Almondmilk,0.25,gallon,1.79,Uncle Dean's,1/28/2015,UK,Grocery,Milk
Cane Sugar,4,lbs,1.99,Save-a-Lot,1/28/2015,UK,Grocery,Sweetener
Portabellas,1.81,lbs,9.04,Uncle Dean's,1/28/2015,UK,Grocery,Mushroom
Avocado,0.31,lbs,0.99,Hannaford,1/29/2015,UK,Grocery,Fruit
GF Pizza Dough,1,lbs,2.59,Hannaford,1/29/2015,UK,Grocery,Bread
Kale and Spinach Juicing Greens,0.69,lbs,3.99,Hannaford,1/29/2015,UK,Grocery,Vegetable
Mixed Peppers,0.5,lbs,2.79,Hannaford,1/29/2015,UK,Grocery,Vegetable
Oranges,3,lbs,3.99,Hannaford,1/29/2015,UK,Grocery,Fruit
Pizza Dough,1,lbs,2.39,Hannaford,1/29/2015,UK,Grocery,Bread
Tomato Paste,0.38,lbs,0.61,Hannaford,1/29/2015,UK,Grocery,Canned Vegetable
Tomato Sauce,1.75,lbs,1.59,Hannaford,1/29/2015,UK,Grocery,Canned Vegetable
Bar Soap,0.31,lbs,4.59,Uncle Dean's,1/31/2015,UK,Household,Laundry
Frozen Local Blueberries,3.96,lbs,11.09,Uncle Dean's,1/31/2015,UK,Grocery,Fruit
Borax,4.75,lbs,4.19,Hannaford,1/31/2015,UK,Household,Laundry
Canned Black Beans,1.81,lbs,1.99,Hannaford,1/31/2015,UK,Grocery,Beans
Celery,1,lbs,2.49,Uncle Dean's,1/31/2015,UK,Grocery,Vegetable
Chocolate Chips,1.25,lbs,5.29,Hannaford,1/31/2015,UK,Grocery,Baking
Goya Canned Coconut Milk,13.5,oz,1.89,Hannaford,1/31/2015,UK,Grocery,Fruit
Eggs,12,items,3.99,Hannaford,1/31/2015,UK,Grocery,Meat
GF Bread,14.1,oz,3.69,Uncle Dean's,1/31/2015,UK,Grocery,Bread
Kale Greens,0.5,lbs,2.39,Uncle Dean's,1/31/2015,UK,Grocery,Vegetable
Seltzer Water,1,liters,0.89,Hannaford,1/31/2015,UK,Grocery,Snack
Washing Soda,3.44,lbs,3.49,Hannaford,1/31/2015,UK,Household,Laundry
Brown Sugar,2,lbs,2.29,Hannaford,2/1/2015,UK,Grocery,Sweetener
GF Hamburger Buns,4,pieces,5.99,Hannaford,2/1/2015,UK,Grocery,Bread
Hamburger Buns,8,pieces,3.99,Hannaford,2/1/2015,UK,Grocery,Bread
Salted Butter,1,lbs,4.59,Hannaford,2/1/2015,UK,Grocery,Oil
Tomato Paste,0.38,lbs,0.61,Hannaford,2/1/2015,UK,Grocery,Canned Vegetable
Unsalted Butter,1,lbs,4.29,Hannaford,2/1/2015,UK,Grocery,Oil
Brown Rice,1.03,lbs,1.74,Uncle Dean's,2/3/2015,UK,Grocery,Grain
Organic Carrots,1.65,lbs,3.78,Uncle Dean's,2/3/2015,UK,Grocery,Vegetable
Milk Powder,0.85,lbs,3.22,Uncle Dean's,2/3/2015,UK,Grocery,Baking
Organic Frozen Mixed Peppers,0.63,lbs,2.89,Uncle Dean's,2/3/2015,UK,Grocery,Vegetable
Portabellas,0.7,lbs,3.49,Uncle Dean's,2/3/2015,UK,Grocery,Mushroom
Potatoes,0.84,lbs,0.83,Uncle Dean's,2/3/2015,UK,Grocery,Vegetable
Pea Sprouts,0.38,lbs,0.99,Uncle Dean's,2/3/2015,UK,Grocery,Vegetable
Tahini,0.99,lbs,5.14,Uncle Dean's,2/3/2015,UK,Grocery,Nut Butter
Organic Tofu,0.75,lbs,1.49,Uncle Dean's,2/3/2015,UK,Grocery,Tofu
Brown Rice Flour,3,lbs,5.29,Vitacost,2/4/2015,UK,Grocery,Baking
Coconut Oil,0.42,gallons,18.99,Vitacost,2/4/2015,UK,Grocery,Oil
Flax Meal,2,lbs,7.09,Vitacost,2/4/2015,UK,Grocery,Grain
GF Pasta,1,lbs,2.43,Vitacost,2/4/2015,UK,Grocery,Pasta
Liquid Soap,128,fluid oz,40.49,Vitacost,2/4/2015,UK,Cleaning,Kitchen
Potato Starch,1.5,lbs,2.56,Vitacost,2/4/2015,UK,Grocery,Baking
Psyllium Husk,2.75,lbs,17.99,Vitacost,2/4/2015,UK,Grocery,Baking
White Rice Flour,3,lbs,5.09,Vitacost,2/4/2015,UK,Grocery,Baking
coffee,1,lbs,12.99,Barrels,2/5/2015,UK,Grocery,Coffee
Apples,4.69,lbs,6.05,Hannaford,2/6/2015,UK,Grocery,Fruit
Baby Mushrooms,0.63,lbs,2.89,Hannaford,2/6/2015,UK,Grocery,Mushroom
Beef,1,lbs,5.99,Hannaford,2/6/2015,UK,Grocery,Meat
Bread Yeast,0.75,oz,2.19,Hannaford,2/6/2015,UK,Grocery,Baking
Garlic,0.08,lbs,0.69,Hannaford,2/6/2015,UK,Grocery,Vegetable
GF Pizza Dough,1,lbs,2.59,Hannaford,2/6/2015,UK,Grocery,Bread
Pizza Dough,1,lbs,2.39,Hannaford,2/6/2015,UK,Grocery,Bread
Tomato Sauce,1.75,lbs,1.59,Hannaford,2/6/2015,UK,Grocery,Canned Vegetable
Organic Yellow Onions,3,lbs,3.99,Hannaford,2/6/2015,UK,Grocery,Vegetable
Aluminum Foil,85,sq ft,3.29,Target,2/8/2015,UK,Household,Kitchen
Quart Plastic Bags,75,pieces,5.15,Target,2/8/2015,UK,Household,Kitchen
Gallon Plastic Bags,68,pieces,5.43,Target,2/8/2015,UK,Household,Kitchen
Contact Fluid,20,fluid oz,16.49,Target,2/8/2015,UK,Health,Eyes
Larabar,0.8,lbs,5.59,Target,2/8/2015,UK,Grocery,Snack
Larabar,0.85,lbs,8,Target,2/8/2015,UK,Grocery,Snack
Liquid Soap,32,floz,12.58,Target,2/8/2015,UK,Household,Bathroom
Mop,1,item,11.99,Target,2/8/2015,UK,Cleaning,Kitchen
Paper Towel,346,sq ft,7.99,Target,2/8/2015,UK,Household,Kitchen
Parchment Paper,50,sq ft,3.94,Target,2/8/2015,UK,Household,Kitchen
Plastic Wrap,200,sq ft,2.19,Target,2/8/2015,UK,Household,Kitchen
Sponges,9,pieces,7.99,Target,2/8/2015,UK,Household,Kitchen
Toilet Paper,24,sq ft,13.99,Target,2/8/2015,UK,Household,Bathroom
Toothpaste,4.7,oz,4.29,Target,2/8/2015,UK,Health,Teeth
Peanut Butter,1.81,lbs,4.87,Uncle Dean's,2/10/2015,UK,Grocery,Nut Butter
Canned Black Beans,1.81,lbs,1.99,Hannaford,2/11/2015,UK,Grocery,Beans
Canned Salmon,0.38,lbs,3.69,Hannaford,2/11/2015,UK,Grocery,Meat
Canned Salmon,0.38,lbs,3.69,Hannaford,2/11/2015,UK,Grocery,Meat
Canned White Beans,0.97,lbs,0.99,Hannaford,2/11/2015,UK,Grocery,Beans
Canned White Beans,0.97,lbs,0.99,Hannaford,2/11/2015,UK,Grocery,Beans
Cheese,2,lbs,9.99,Hannaford,2/11/2015,UK,Grocery,Cheese
Chocolate,0.19,lbs,3.59,Hannaford,2/11/2015,UK,Grocery,Snack
Dijon Mustard,1,lbs,4.59,Hannaford,2/11/2015,UK,Grocery,Condiment
Olive Oil,0.79,fl oz,21.99,Hannaford,2/11/2015,UK,Grocery,Oil
Potatoes,10,lbs,4.99,Hannaford,2/11/2015,UK,Grocery,Vegetable
Rice Vinegar,0.08,gallons,1.49,Hannaford,2/11/2015,UK,Grocery,Spice
Tomato Paste,0.38,lbs,0.61,Hannaford,2/11/2015,UK,Grocery,Canned Vegetable
Tomato Paste,0.38,lbs,0.61,Hannaford,2/11/2015,UK,Grocery,Canned Vegetable
Tomato Sauce,1.75,lbs,1.59,Hannaford,2/11/2015,UK,Grocery,Canned Vegetable
Tomato Sauce,1.75,lbs,1.59,Hannaford,2/11/2015,UK,Grocery,Canned Vegetable
White Vinegar,1,gallons,2.79,Hannaford,2/11/2015,UK,Household,Laundry
Canola Oil,2,lbs,6.69,Uncle Dean's,2/12/2015,UK,Grocery,Oil
Organic Carrots,1.57,lbs,3.6,Uncle Dean's,2/12/2015,UK,Grocery,Vegetable
Cereal,1.65,lbs,4.99,Uncle Dean's,2/12/2015,UK,Grocery,Cereal
Chard,0.5,lbs,2.59,Uncle Dean's,2/12/2015,UK,Grocery,Vegetable
Cocoa Powder,0.61,lbs,2.68,Uncle Dean's,2/12/2015,UK,Grocery,Snack
Cocoa Powder,0.64,lbs,2.81,Uncle Dean's,2/12/2015,UK,Grocery,Snack
Dates,3.86,lbs,14.09,Uncle Dean's,2/12/2015,UK,Grocery,Fruit
Portabellas,0.32,lbs,2.59,Uncle Dean's,2/12/2015,UK,Grocery,Mushroom
Baby Mushrooms,0.63,lbs,1.99,Trader Joe's,2/14/2015,UK,Grocery,Mushroom
Bacon,1,lbs,2.99,Trader Joe's,2/14/2015,UK,Grocery,Meat
Beef,1,lbs,5.99,Hannaford,2/14/2015,UK,Grocery,Meat
Brown Rice,3,lbs,3.29,Trader Joe's,2/14/2015,UK,Grocery,Grain
Organic Cane Sugar,2,lbs,3.49,Trader Joe's,2/14/2015,UK,Grocery,Sweetener
Chocolate Chips,0.63,lbs,1.99,Trader Joe's,2/14/2015,UK,Grocery,Baking
Chocolate Chips,0.75,lbs,1.99,Trader Joe's,2/14/2015,UK,Grocery,Baking
Cucumbers,0.88,lbs,2.49,Trader Joe's,2/14/2015,UK,Grocery,Vegetable
Frozen Edamame,0.75,lbs,1.69,Trader Joe's,2/14/2015,UK,Grocery,Beans
Flax Meal,1,lbs,2.69,Trader Joe's,2/14/2015,UK,Grocery,Grain
Organic Garlic,0.19,lbs,1.49,Trader Joe's,2/14/2015,UK,Grocery,Vegetable
GF Pizza Dough,1,lbs,2.59,Hannaford,2/14/2015,UK,Grocery,Bread
Pizza Dough,1,lbs,2.39,Hannaford,2/14/2015,UK,Grocery,Bread
Salsa,1,lbs,2.99,Trader Joe's,2/14/2015,UK,Grocery,Condiment
Sesame Oil,0.04,gallons,2.29,Trader Joe's,2/14/2015,UK,Grocery,Oil
Spinach,0.38,lbs,1.99,Trader Joe's,2/14/2015,UK,Grocery,Vegetable
Organic Sweet Onions,2,lbs,2.79,Trader Joe's,2/14/2015,UK,Grocery,Vegetable
Sweet Potatoes,3,lbs,4.49,Trader Joe's,2/14/2015,UK,Grocery,Vegetable
Organic Tofu,1,lbs,1.99,Trader Joe's,2/14/2015,UK,Grocery,Tofu
Organic Tofu,1,lbs,1.99,Trader Joe's,2/14/2015,UK,Grocery,Tofu
Tortilla Chips,1,lbs,2.69,Trader Joe's,2/14/2015,UK,Grocery,Snack
Turbinado Sugar,1.5,lbs,3.49,Trader Joe's,2/14/2015,UK,Grocery,Sweetener
Organic Yellow Onions,0.56,lbs,1.69,Trader Joe's,2/14/2015,UK,Grocery,Vegetable
Organic Yellow Onions,2,lbs,2.99,Trader Joe's,2/14/2015,UK,Grocery,Vegetable
Avocado,0.31,lbs,1.29,Uncle Dean's,2/18/2015,UK,Grocery,Fruit
Coconutmilk,0.5,gallons,3.19,Uncle Dean's,2/18/2015,UK,Grocery,Milk
Coffee,12,oz,11.69,Uncle Dean's,2/18/2015,UK,Grocery,Coffee
GF Bread,14.1,oz,3.89,Uncle Dean's,2/18/2015,UK,Grocery,Bread
GF Bread,14.1,oz,3.89,Uncle Dean's,2/18/2015,UK,Grocery,Bread
Kale,0.5,lbs,2.99,Uncle Dean's,2/18/2015,UK,Grocery,Vegetable
Frozen Mixed Peppers,10,oz,2.89,Uncle Dean's,2/18/2015,UK,Grocery,Vegetable
Organic Tofu,12,oz,1.49,Uncle Dean's,2/18/2015,UK,Grocery,Tofu
Organic Tofu,12,oz,1.49,Uncle Dean's,2/18/2015,UK,Grocery,Tofu
Hummus,10,oz,3.49,Hannaford,2/22/2015,UK,Grocery,Snack
Seltzer Water,1,liters,0.89,Hannaford,2/22/2015,UK,Grocery,Snack
Tortilla Chips,5.5,oz,2.5,Hannaford,2/22/2015,UK,Grocery,Snack
Chard,0.5,lbs,3.79,Uncle Dean's,2/23/2015,UK,Grocery,Vegetable
Peanut Butter,4.22,lbs,9.66,Uncle Dean's,2/23/2015,UK,Grocery,Nut Butter
tea,16,pieces,2.99,Uncle Dean's,2/23/2015,UK,Grocery,Tea
tea,20,pieces,2.99,Uncle Dean's,2/23/2015,UK,Grocery,Tea
Tea,20,pieces,2.99,Uncle Dean's,2/23/2015,UK,Grocery,Tea
Avocado,1.86,lbs,5.94,Hannaford,2/24/2015,UK,Grocery,Fruit
Ginger,0.45,lbs,1.35,Hannaford,2/24/2015,UK,Grocery,Spice
Kale and Spinach,11,oz,3.99,Hannaford,2/24/2015,UK,Grocery,Vegetable
Minced Garlic,8,oz,1.99,Hannaford,2/24/2015,UK,Grocery,Vegetable
Oranges,4,lbs,4.99,Hannaford,2/24/2015,UK,Grocery,Fruit
Baby Mushrooms,0.63,lbs,2.69,Hannaford,2/27/2015,UK,Grocery,Mushroom
GF Pizza Dough,1,lbs,2.59,Hannaford,2/27/2015,UK,Grocery,Bread
Pizza Dough,1,lbs,2.39,Hannaford,2/27/2015,UK,Grocery,Bread
Baby Mushrooms,0.63,lbs,2.5,Whole Foods,2/28/2015,UK,Grocery,Mushroom
GF Beer,750,ml,11.99,Whole Foods,2/28/2015,UK,Grocery,Alcohol
Beets,1.69,lbs,4.21,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Cabbage,2.86,lbs,1.97,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Coconutmilk,0.5,gallons,3,Whole Foods,2/28/2015,UK,Grocery,Milk
Collard Greens,0.98,lbs,1.95,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Flax Oil,16,fl oz,13.99,Whole Foods,2/28/2015,UK,Grocery,Oil
Ginger,0.2,lbs,0.8,Whole Foods,2/28/2015,UK,Grocery,Spice
Kale,1.09,lbs,3.26,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Miso,8,oz,4.99,Whole Foods,2/28/2015,UK,Grocery,Spice
Parsnip,0.83,lbs,1.65,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Daikon Radish,0.85,lbs,1.27,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Rutabaga,0.67,lbs,1,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Summer Squash,1.12,lbs,2.79,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Sweet Potatoes,1.61,lbs,2.4,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Sweet Potatoes,1.76,lbs,4.38,Whole Foods,2/28/2015,UK,Grocery,Vegetable
Tension Tamer Tea,20,pieces,2.39,Uncle Dean's,3/2/2015,UK,Grocery,Tea
Loose Chai Tea,0.15,lbs,3.9,Uncle Dean's,3/2/2015,UK,Grocery,Tea
Italian Seasoning Spice,0.05,lbs,0.8,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Poppy Seeds Spice,0.15,lbs,1.8,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Ground Allspice Spice,0.05,lbs,1.3,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Whole Mustard Seeds Spice,0.16,lbs,0.96,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Bay Leaves Spice,0.01,lbs,0.2,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Zaathar Spice,0.19,lbs,3.04,Uncle Dean's,3/2/2015,UK,Grocery,Spice
